6 7 1 | 136 1136 2136 3136 4136 5136 6136 7136 8136 9136 
7 7 1 | 137 1137 2137 3137 4137 5137 6137 7137 8137 9137 
8 7 1 | 138 1138 2138 3138 4138 5138 6138 7138 8138 9138 
9 7 1 | 139 1139 2139 3139 4139 5139 6139 7139 8139 9139 
0 8 1 | -165 -1165 2165 3165 4165 -5165 6165 -7165 8165 9165 
1 8 1 | -164 -1164 2164 3164 4164 -5164 6164 -7164 8164 9164 
2 8 1 | -163 -1163 2163 3163 4163 -5163 6163 -7163 8163 9163 
3 8 1 | 143 1143 2143 3143 4143 5143 6143 7143 8143 9143 
4 8 1 | 144 1144 2144 3144 4144 5144 6144 7144 8144 9144 
5 8 1 | 145 1145 2145 3145 4145 5145 6145 7145 8145 9145 
6 8 1 | 146 1146 2146 3146 4146 5146 6146 7146 8146 9146 
7 8 1 | 147 1147 2147 3147 4147 5147 6147 7147 8147 9147 
8 8 1 | 148 1148 2148 3148 4148 5148 6148 7148 8148 9148 
9 8 1 | 149 1149 2149 3149 4149 5149 6149 7149 8149 9149 
0 9 1 | -135 -1135 2135 3135 4135 -5135 6135 -7135 8135 9135 
1 9 1 | -134 -1134 2134 3134 4134 -5134 6134 -7134 8134 9134 
2 9 1 | -133 -1133 2133 3133 4133 -5133 6133 -7133 8133 9133 
3 9 1 | 153 1153 2153 3153 4153 5153 6153 7153 8153 9153 
4 9 1 | 154 1154 2154 3154 4154 5154 6154 7154 8154 9154 
5 9 1 | 155 1155 2155 3155 4155 5155 6155 7155 8155 9155 
6 9 1 | 156 1156 2156 3156 4156 5156 6156 7156 8156 9156 
7 9 1 | 157 1157 2157 3157 4157 5157 6157 7157 8157 9157 
8 9 1 | 158 1158 2158 3158 4158 5158 6158 7158 8158 9158 
9 9 1 | 159 1159 2159 3159 4159 5159 6159 7159 8159 9159 
0 0 2 | -265 -1265 2265 3265 4265 -5265 6265 -7265 8265 9265 
1 0 2 | -264 -1264 2264 3264 4264 -5264 6264 -7264 8264 9264 
2 0 2 | -263 -1263 2263 3263 4263 -5263 6263 -7263 8263 9263 
3 0 2 | 243 1243 2243 3243 4243 5243 6243 7243 8243 9243 
4 0 2 | 244 1244 2244 3244 4244 5244 6244 7244 8244 9244 
5 0 2 | 245 1245 2245 3245 4245 5245 6245 7245 8245 9245 
6 0 2 | 246 1246 2246 3246 4246 5246 6246 7246 8246 9246 
7 0 2 | 247 1247 2247 3247 4247 5247 6247 7247 8247 9247 
8 0 2 | 248 1248 2248 3248 4248 5248 6248 7248 8248 9248 
9 0 2 | 249 1249 2249 3249 4249 5249 6249 7249 8249 9249 
0 1 2 | -235 -1235 2235 3235 4235 -5235 6235 -7235 8235 9235 
1 1 2 | -234 -1234 2234 3234 4234 -5234 6234 -7234 8234 9234 
2 1 2 | -233 -1233 2233 3233 4233 -5233 6233 -7233 8233 9233 
3 1 2 | 253 1253 2253 3253 4253 5253 6253 7253 8253 9253 
4 1 2 | 254 1254 2254 3254 4254 5254 6254 7254 8254 9254 
5 1 2 | 255 1255 2255 3255 4255 5255 6255 7255 8255 9255 
6 1 2 | 256 1256 2256 3256 4256 5256 6256 7256 8256 9256 
7 1 2 | 257 1257 2257 3257 4257 5257 6257 7257 8257 9257 
8 1 2 | 258 1258 2258 3258 4258 5258 6258 7258 8258 9258 
9 1 2 | 259 1259 2259 3259 4259 5259 6259 7259 8259 9259 
0 2 2 | -245 -1245 2245 3245 4245 -5245 6245 -7245 8245 9245 
1 2 2 | -244 -1244 2244 3244 4244 -5244 6244 -7244 8244 9244 
2 2 2 | -243 -1243 2243 3243 4243 -5243 6243 -7243 8243 9243 
3 2 2 | 263 1263 2263 3263 4263 5263 6263 7263 8263 9263 
4 2 2 | 264 1264 2264 3264 4264 5264 6264 7264 8264 9264 
5 2 2 | 265 1265 2265 3265 4265 5265 6265 7265 8265 9265 
6 2 2 | 266 1266 2266 3266 4266 5266 6266 7266 8266 9266 
7 2 2 | 267 1267 2267 3267 4267 5267 6267 7267 8267 9267 
8 2 2 | 268 1268 2268 3268 4268 5268 6268 7268 8268 9268 
9 2 2 | 269 1269 2269 3269 4269 5269 6269 7269 8269 9269 
0 3 2 | -255 -1255 2255 3255 4255 -5255 6255 -7255 8255 9255 
1 3 2 | -254 -1254 2254 3254 4254 -5254 6254 -7254 8254 9254 
2 3 2 | -253 -1253 2253 3253 4253 -5253 6253 -7253 8253 9253 
3 3 2 | 233 1233 2233 3233 4233 5233 6233 7233 8233 9233 
4 3 2 | 234 1234 2234 3234 4234 5234 6234 7234 8234 9234 
5 3 2 | 235 1235 2235 3235 4235 5235 6235 7235 8235 9235 
6 3 2 | 236 1236 2236 3236 4236 5236 6236 7236 8236 9236 
7 3 2 | 237 1237 2237 3237 4237 5237 6237 7237 8237 9237 
8 3 2 | 238 1238 2238 3238 4238 5238 6238 7238 8238 9238 
9 3 2 | 239 1239 2239 3239 4239 5239 6239 7239 8239 9239 
0 4 2 | -265 -1265 2265 3265 4265 -5265 6265 -7265 8265 9265 
1 4 2 | -264 -1264 2264 3264 4264 -5264 6264 -7264 8264 9264 
2 4 2 | -263 -1263 2263 3263 4263 -5263 6263 -7263 8263 9263 
3 4 2 | 243 1243 2243 3243 4243 5243 6243 7243 8243 9243 
4 4 2 | 244 1244 2244 3244 4244 5244 6244 7244 8244 9244 
5 4 2 | 245 1245 2245 3245 4245 5245 6245 7245 8245 9245 
6 4 2 | 246 1246 2246 3246 4246 5246 6246 7246 8246 9246 
7 4 2 | 247 1247 2247 3247 4247 5247 6247 7247 8247 9247 
8 4 2 | 248 1248 2248 3248 4248 5248 6248 7248 8248 9248 
9 4 2 | 249 1249 2249 3249 4249 5249 6249 7249 8249 9249 
0 5 2 | -235 -1235 2235 3235 4235 -5235 6235 -7235 8235 9235 
1 5 2 | -234 -1234 2234 3234 4234 -5234 6234 -7234 8234 9234 
2 5 2 | -233 -1233 2233 3233 4233 -5233 6233 -7233 8233 9233 
3 5 2 | 253 1253 2253 3253 4253 5253 6253 7253 8253 9253 
4 5 2 | 254 1254 2254 3254 4254 5254 6254 7254 8254 9254 
5 5 2 | 255 1255 2255 3255 4255 5255 6255 7255 8255 9255 
6 5 2 | 256 1256 2256 3256 4256 5256 6256 7256 8256 9256 
7 5 2 | 257 1257 2257 3257 4257 5257 6257 7257 8257 9257 
8 5 2 | 258 1258 2258 3258 4258 5258 6258 7258 8258 9258 
9 5 2 | 259 1259 2259 3259 4259 5259 6259 7259 8259 9259 
0 6 2 | -245 -1245 2245 3245 4245 -5245 6245 -7245 8245 9245 
1 6 2 | -244 -1244 2244 3244 4244 -5244 6244 -7244 8244 9244 
2 6 2 | -243 -1243 2243 3243 4243 -5243 6243 -7243 8243 9243 
3 6 2 | 263 1263 2263 3263 4263 5263 6263 7263 8263 9263 
4 6 2 | 264 1264 2264 3264 4264 5264 6264 7264 8264 9264 
5 6 2 | 265 1265 2265 3265 4265 5265 6265 7265 8265 9265 
6 6 2 | 266 1266 2266 3266 4266 5266 6266 7266 8266 9266 
7 6 2 | 267 1267 2267 3267 4267 5267 6267 7267 8267 9267 
8 6 2 | 268 1268 2268 3268 4268 5268 6268 7268 8268 9268 
9 6 2 | 269 1269 2269 3269 4269 5269 6269 7269 8269 9269 
0 7 2 | -255 -1255 2255 3255 4255 -5255 6255 -7255 8255 9255 
1 7 2 | -254 -1254 2254 3254 4254 -5254 6254 -7254 8254 9254 
2 7 2 | -253 -1253 2253 3253 4253 -5253 6253 -7253 8253 9253 
3 7 2 | 233 1233 2233 3233 4233 5233 6233 7233 8233 9233 
4 7 2 | 234 1234 2234 3234 4234 5234 6234 7234 8234 9234 
5 7 2 | 235 1235 2235 3235 4235 5235 6235 7235 8235 9235 
6 7 2 | 236 1236 2236 3236 4236 5236 6236 7236 8236 9236 
7 7 2 | 237 1237 2237 3237 4237 5237 6237 7237 8237 9237 
8 7 2 | 238 1238 2238 3238 4238 5238 6238 7238 8238 9238 
9 7 2 | 239 1239 2239 3239 4239 5239 6239 7239 8239 9239 
0 8 2 | -265 -1265 2265 3265 4265 -5265 6265 -7265 8265 9265 
1 8 2 | -264 -1264 2264 3264 4264 -5264 6264 -7264 8264 9264 
2 8 2 | -263 -1263 2263 3263 4263 -5263 6263 -7263 8263 9263 
3 8 2 | 243 1243 2243 3243 4243 5243 6243 7243 8243 9243 
4 8 2 | 244 1244 2244 3244 4244 5244 6244 7244 8244 9244 
5 8 2 | 245 1245 2245 3245 4245 5245 6245 7245 8245 9245 
6 8 2 | 246 1246 2246 3246 4246 5246 6246 7246 8246 9246 
7 8 2 | 247 1247 2247 3247 4247 5247 6247 7247 8247 9247 
8 8 2 | 248 1248 2248 3248 4248 5248 6248 7248 8248 9248 
9 8 2 | 249 1249 2249 3249 4249 5249 6249 7249 8249 9249 
0 9 2 | -235 -1235 2235 3235 4235 -5235 6235 -7235 8235 9235 
1 9 2 | -234 -1234 2234 3234 4234 -5234 6234 -7234 8234 9234 
2 9 2 | -233 -1233 2233 3233 4233 -5233 6233 -7233 8233 9233 
3 9 2 | 253 1253 2253 3253 4253 5253 6253 7253 8253 9253 
4 9 2 | 254 1254 2254 3254 4254 5254 6254 7254 8254 9254 
5 9 2 | 255 1255 2255 3255 4255 5255 6255 7255 8255 9255 
6 9 2 | 256 1256 2256 3256 4256 5256 6256 7256 8256 9256 
7 9 2 | 257 1257 2257 3257 4257 5257 6257 7257 8257 9257 
8 9 2 | 258 1258 2258 3258 4258 5258 6258 7258 8258 9258 
9 9 2 | 259 1259 2259 3259 4259 5259 6259 7259 8259 9259 
0 0 3 | -365 -1365 2365 3365 4365 -5365 6365 -7365 8365 9365 
1 0 3 | -364 -1364 2364 3364 4364 -5364 6364 -7364 8364 9364 
2 0 3 | -363 -1363 2363 3363 4363 -5363 6363 -7363 8363 9363 
3 0 3 | 343 1343 2343 3343 4343 5343 6343 7343 8343 9343 
4 0 3 | 344 1344 2344 3344 4344 5344 6344 7344 8344 9344 
5 0 3 | 345 1345 2345 3345 4345 5345 6345 7345 8345 9345 
6 0 3 | 346 1346 2346 3346 4346 5346 6346 7346 8346 9346 
7 0 3 | 347 1347 2347 3347 4347 5347 6347 7347 8347 9347 
8 0 3 | 348 1348 2348 3348 4348 5348 6348 7348 8348 9348 
9 0 3 | 349 1349 2349 3349 4349 5349 6349 7349 8349 9349 
0 1 3 | -335 -1335 2335 3335 4335 -5335 6335 -7335 8335 9335 
1 1 3 | -334 -1334 2334 3334 4334 -5334 6334 -7334 8334 9334 
2 1 3 | -333 -1333 2333 3333 4333 -5333 6333 -7333 8333 9333 
3 1 3 | 353 1353 2353 3353 4353 5353 6353 7353 8353 9353 
4 1 3 | 354 1354 2354 3354 4354 5354 6354 7354 8354 9354 
5 1 3 | 355 1355 2355 3355 4355 5355 6355 7355 8355 9355 
6 1 3 | 356 1356 2356 3356 4356 5356 6356 7356 8356 9356 
7 1 3 | 357 1357 2357 3357 4357 5357 6357 7357 8357 9357 
8 1 3 | 358 1358 2358 3358 4358 5358 6358 7358 8358 9358 
9 1 3 | 359 1359 2359 3359 4359 5359 6359 7359 8359 9359 
0 2 3 | -345 -1345 2345 3345 4345 -5345 6345 -7345 8345 9345 
1 2 3 | -344 -1344 2344 3344 4344 -5344 6344 -7344 8344 9344 
2 2 3 | -343 -1343 2343 3343 4343 -5343 6343 -7343 8343 9343 
3 2 3 | 363 1363 2363 3363 4363 5363 6363 7363 8363 9363 
4 2 3 | 364 1364 2364 3364 4364 5364 6364 7364 8364 9364 
5 2 3 | 365 1365 2365 3365 4365 5365 6365 7365 8365 9365 
6 2 3 | 366 1366 2366 3366 4366 5366 6366 7366 8366 9366 
7 2 3 | 367 1367 2367 3367 4367 5367 6367 7367 8367 9367 
8 2 3 | 368 1368 2368 3368 4368 5368 6368 7368 8368 9368 
9 2 3 | 369 1369 2369 3369 4369 5369 6369 7369 8369 9369 
0 3 3 | -355 -1355 2355 3355 4355 -5355 6355 -7355 8355 9355 
1 3 3 | -354 -1354 2354 3354 4354 -5354 6354 -7354 8354 9354 
2 3 3 | -353 -1353 2353 3353 4353 -5353 6353 -7353 8353 9353 
3 3 3 | 333 1333 2333 3333 4333 5333 6333 7333 8333 9333 
4 3 3 | 334 1334 2334 3334 4334 5334 6334 7334 8334 9334 
5 3 3 | 335 1335 2335 3335 4335 5335 6335 7335 8335 9335 
6 3 3 | 336 1336 2336 3336 4336 5336 6336 7336 8336 9336 
7 3 3 | 337 1337 2337 3337 4337 5337 6337 7337 8337 9337 
8 3 3 | 338 1338 2338 3338 4338 5338 6338 7338 8338 9338 
9 3 3 | 339 1339 2339 3339 4339 5339 6339 7339 8339 9339 
0 4 3 | -365 -1365 2365 3365 4365 -5365 6365 -7365 8365 9365 
1 4 3 | -364 -1364 2364 3364 4364 -5364 6364 -7364 8364 9364 
2 4 3 | -363 -1363 2363 3363 4363 -5363 6363 -7363 8363 9363 
3 4 3 | 343 1343 2343 3343 4343 5343 6343 7343 8343 9343 
4 4 3 | 344 1344 2344 3344 4344 5344 6344 7344 8344 9344 
5 4 3 | 345 1345 2345 3345 4345 5345 6345 7345 8345 9345 
6 4 3 | 346 1346 2346 3346 4346 5346 6346 7346 8346 9346 
7 4 3 | 347 1347 2347 3347 4347 5347 6347 7347 8347 9347 
8 4 3 | 348 1348 2348 3348 4348 5348 6348 7348 8348 9348 
9 4 3 | 349 1349 2349 3349 4349 5349 6349 7349 8349 9349 
0 5 3 | -335 -1335 2335 3335 4335 -5335 6335 -7335 8335 9335 
1 5 3 | -334 -1334 2334 3334 4334 -5334 6334 -7334 8334 9334 
2 5 3 | -333 -1333 2333 3333 4333 -5333 6333 -7333 8333 9333 
3 5 3 | 353 1353 2353 3353 4353 5353 6353 7353 8353 9353 
4 5 3 | 354 1354 2354 3354 4354 5354 6354 7354 8354 9354 
5 5 3 | 355 1355 2355 3355 4355 5355 6355 7355 8355 9355 
6 5 3 | 356 1356 2356 3356 4356 5356 6356 7356 8356 9356 
7 5 3 | 357 1357 2357 3357 4357 5357 6357 7357 8357 9357 
8 5 3 | 358 1358 2358 3358 4358 5358 6358 7358 8358 9358 
